uuid,creation_date,frequency,day,updated_at,next_payment_day,status,user.id,event.timestamp,event.name,allowance.scheduled.frequency,allowance.scheduled.day,allowance.amount,calculated_next_payment_day
db11fd4a-163c-4e9f-a6c7-fbc4940530c2,2024-11-18 18:37:52,weekly,friday,2024-11-29 08:00:43.085333331+00:00,6,enabled,db11fd4a-163c-4e9f-a6c7-fbc4940530c2,2024-11-18 10:37:52,allowance.created,weekly,monday,10.0,25.0
8aa1bbb5-2e65-475c-a699-a81c9e51dfd3,2024-11-18 15:30:19,biweekly,friday,2024-11-26 08:45:19.814850100+00:00,6,enabled,8aa1bbb5-2e65-475c-a699-a81c9e51dfd3,2024-11-18 07:30:19,allowance.created,biweekly,tuesday,30.0,19.0
a5c7f9e2-11e7-4639-90be-2c71e21a9aa2,2024-11-17 23:35:21,biweekly,sunday,2024-11-17 23:37:31.596845115+00:00,1,enabled,a5c7f9e2-11e7-4639-90be-2c71e21a9aa2,2024-11-17 15:35:21,allowance.created,biweekly,monday,5.0,25.0
6ef09e0d-5512-483e-8c53-55ac95826e37,2024-11-17 21:19:43,weekly,thursday,2024-11-28 08:00:30.240709109+00:00,5,enabled,6ef09e0d-5512-483e-8c53-55ac95826e37,2024-11-17 13:30:14,allowance.edited,biweekly,monday,10.0,25.0
d067a6f6-81f3-4eb7-af82-a0c498971960,2024-11-17 20:19:41,weekly,monday,2024-11-18 03:41:30.206239287+00:00,25,enabled,d067a6f6-81f3-4eb7-af82-a0c498971960,2024-11-17 12:19:41,allowance.created,weekly,sunday,5.0,24.0
42f61042-3d31-42ff-9f1a-508716069464,2024-11-02 01:50:10,weekly,wednesday,2024-11-17 19:28:50.162071663+00:00,20,enabled,42f61042-3d31-42ff-9f1a-508716069464,2024-11-17 11:27:56,allowance.edited,weekly,sunday,48.0,24.0
a6295c46-5040-4eaa-a846-0665f3026f23,2024-11-17 16:50:23,monthly,first_day,2024-12-01 08:01:43.866175105+00:00,1,enabled,a6295c46-5040-4eaa-a846-0665f3026f23,2024-11-17 08:50:23,allowance.created,weekly,sunday,5.0,24.0
738dd220-1ba0-4cf9-86bf-eaaa76f9990e,2024-11-17 15:06:23,weekly,friday,2024-11-29 08:00:41.936057911+00:00,6,enabled,738dd220-1ba0-4cf9-86bf-eaaa76f9990e,2024-11-17 07:06:24,allowance.created,weekly,monday,14.0,18.0
a5eccf41-6a83-47a2-a270-4cc5b3a5690a,2024-11-17 10:57:45,biweekly,monday,2024-11-25 10:29:48.528149679+00:00,9,enabled,a5eccf41-6a83-47a2-a270-4cc5b3a5690a,2024-11-17 02:57:45,allowance.created,biweekly,friday,25.0,29.0
b1f0c121-edbf-464f-ae78-a6df35e77033,2024-11-17 04:34:24,weekly,sunday,2024-12-01 08:01:45.708563990+00:00,8,enabled,b1f0c121-edbf-464f-ae78-a6df35e77033,2024-11-16 20:34:24,allowance.created,biweekly,sunday,11.0,17.0
2e1e5fd4-9948-4ce7-94ad-a1250d5acded,2024-11-16 23:28:02,monthly,first_day,2024-11-26 20:45:23.045750259+00:00,1,enabled,2e1e5fd4-9948-4ce7-94ad-a1250d5acded,2024-11-16 15:28:31,allowance.edited,monthly,fifteenth_day,5.0,30.0
381de46e-0ef1-4c89-9592-f718c8722fdf,2024-11-16 21:26:32,monthly,fifteenth_day,2024-11-22 23:46:45.892525014+00:00,15,enabled,381de46e-0ef1-4c89-9592-f718c8722fdf,2024-11-16 13:26:32,allowance.created,monthly,first_day,20.0,2.0
9489a64f-6996-4e93-a601-6ac30e139c3f,2024-11-16 18:38:59,weekly,friday,2024-11-22 08:00:41.725332095+00:00,29,enabled,9489a64f-6996-4e93-a601-6ac30e139c3f,2024-11-16 10:39:39,allowance.edited,weekly,monday,29.0,18.0
a725ed36-fd65-4ce7-b465-be3a1d6667e3,2024-11-16 16:57:49,biweekly,friday,2024-11-16 17:06:09.985633263+00:00,29,enabled,a725ed36-fd65-4ce7-b465-be3a1d6667e3,2024-11-16 08:59:26,allowance.edited,weekly,saturday,5.0,23.0
2c780af8-8de0-49d6-baba-00cab2a32c6a,2024-11-16 16:57:26,daily,daily,2024-11-16 17:05:49.686380807+00:00,17,enabled,2c780af8-8de0-49d6-baba-00cab2a32c6a,2024-11-16 08:57:26,allowance.created,weekly,saturday,5.0,23.0
606baf94-8cf1-4ee0-891c-ec7e18a4e039,2024-11-16 13:39:22,biweekly,sunday,2024-11-24 08:00:32.516042894+00:00,8,enabled,606baf94-8cf1-4ee0-891c-ec7e18a4e039,2024-11-16 05:39:22,allowance.created,biweekly,saturday,5.0,30.0
e6b8cfab-0a8c-4620-a18a-66b15dd6cd40,2024-11-16 08:32:32,weekly,sunday,2024-12-01 08:01:48.334710299+00:00,8,enabled,e6b8cfab-0a8c-4620-a18a-66b15dd6cd40,2024-11-16 00:41:45,allowance.edited,weekly,saturday,5.0,23.0
1de528e7-1c16-4c66-b74a-c51e4d2aaf9a,2024-11-15 21:22:45,weekly,friday,2024-11-29 08:00:25.932940106+00:00,6,enabled,1de528e7-1c16-4c66-b74a-c51e4d2aaf9a,2024-11-15 13:23:41,allowance.edited,biweekly,friday,5.0,29.0
0f4983ea-2038-411c-9342-7e1eb80b200c,2024-11-15 21:05:00,weekly,friday,2024-11-29 08:00:26.084788575+00:00,6,enabled,0f4983ea-2038-411c-9342-7e1eb80b200c,2024-11-15 13:05:00,allowance.created,biweekly,friday,15.0,29.0
77cdda96-6e5b-47c1-b486-9f06da2c7372,2024-10-20 13:46:52,monthly,first_day,2024-12-01 08:00:40.299599397+00:00,1,enabled,77cdda96-6e5b-47c1-b486-9f06da2c7372,2024-11-15 05:39:09,allowance.edited,biweekly,friday,10.0,29.0
b63bf3ed-bb26-4d45-94ab-0924b74b4eac,2024-11-15 12:58:59,biweekly,friday,2024-11-16 16:31:09.940985368+00:00,29,enabled,b63bf3ed-bb26-4d45-94ab-0924b74b4eac,2024-11-15 04:58:59,allowance.created,biweekly,wednesday,20.0,27.0
72e8fe3f-0dd9-44e3-8775-660bacb17310,2024-09-11 19:35:50,weekly,thursday,2024-11-28 08:00:24.576417825+00:00,5,enabled,72e8fe3f-0dd9-44e3-8775-660bacb17310,2024-11-15 03:44:26,allowance.edited,weekly,saturday,50.0,16.0
09d0b079-d686-4f09-aed7-07d467c1979c,2024-11-15 01:12:21,weekly,thursday,2024-11-28 08:00:29.813684502+00:00,5,enabled,09d0b079-d686-4f09-aed7-07d467c1979c,2024-11-14 17:12:21,allowance.created,weekly,monday,5.0,18.0
b9701b14-4a82-4b45-8cdd-5ee547f20dd8,2024-11-14 17:25:08,biweekly,friday,2024-11-22 08:34:01.267910783+00:00,6,enabled,b9701b14-4a82-4b45-8cdd-5ee547f20dd8,2024-11-14 09:51:36,allowance.edited,biweekly,thursday,12.0,28.0
67323745-4759-4dc2-b863-7c74cd0e6045,2024-11-14 16:09:34,biweekly,friday,2024-11-16 13:49:47.056469781+00:00,29,enabled,67323745-4759-4dc2-b863-7c74cd0e6045,2024-11-14 08:14:26,allowance.edited,weekly,friday,2.0,15.0
40efe622-0c31-46ee-828d-243358df5548,2024-11-12 02:06:57,weekly,friday,2024-11-29 08:00:31.938697860+00:00,6,enabled,40efe622-0c31-46ee-828d-243358df5548,2024-11-14 08:01:21,allowance.edited,weekly,thursday,5.0,21.0
2dee579d-00b2-44f0-8ac4-ed62895d200c,2024-08-03 01:12:44,weekly,thursday,2024-11-28 08:00:26.013507036+00:00,5,enabled,2dee579d-00b2-44f0-8ac4-ed62895d200c,2024-11-14 07:20:46,allowance.edited,weekly,friday,20.0,15.0
14d3165d-9deb-44ae-bd12-4a33c4944bdc,2024-11-14 02:51:59,monthly,fifteenth_day,2024-12-01 05:42:52.348504620+00:00,15,enabled,14d3165d-9deb-44ae-bd12-4a33c4944bdc,2024-11-13 18:51:59,allowance.created,monthly,first_day,40.0,2.0
bca5caad-03c6-413e-a375-6b1e1b95d28f,2024-11-12 16:00:31,daily,daily,2024-11-28 17:31:39.290444920+00:00,29,enabled,bca5caad-03c6-413e-a375-6b1e1b95d28f,2024-11-13 18:07:09,allowance.edited,monthly,first_day,20.0,2.0
29ddf7d2-2c92-40bc-b45e-ca3b79912283,2024-11-14 01:25:48,daily,daily,2024-11-16 08:00:26.456599391+00:00,17,enabled,29ddf7d2-2c92-40bc-b45e-ca3b79912283,2024-11-13 17:25:48,allowance.created,biweekly,monday,10.0,25.0
482cfbcb-50d0-4ef7-9fbf-6476a7a4ade8,2024-11-13 23:16:23,daily,daily,2024-11-13 23:25:39.039407294+00:00,14,enabled,482cfbcb-50d0-4ef7-9fbf-6476a7a4ade8,2024-11-13 15:19:48,allowance.edited,weekly,wednesday,5.0,20.0
7523f34b-a154-47c5-8aa7-0a26cb7eda4f,2024-11-13 22:56:46,weekly,friday,2024-11-15 08:00:38.193969544+00:00,22,enabled,7523f34b-a154-47c5-8aa7-0a26cb7eda4f,2024-11-13 14:56:46,allowance.created,weekly,monday,10.0,18.0
de5adfec-76eb-4b37-a758-cedd31e55028,2024-11-13 20:54:35,biweekly,friday,2024-11-23 14:57:11.423569641+00:00,6,enabled,de5adfec-76eb-4b37-a758-cedd31e55028,2024-11-13 12:54:35,allowance.created,biweekly,monday,13.0,25.0
01106e64-11a5-412c-8720-face21625daa,2024-11-13 18:14:27,weekly,saturday,2024-11-30 08:00:34.544944130+00:00,7,enabled,01106e64-11a5-412c-8720-face21625daa,2024-11-13 10:14:27,allowance.created,biweekly,saturday,10.0,16.0
6c0a5d11-09dc-44df-8df8-64c7373ef9f6,2024-11-08 05:13:02,biweekly,friday,2024-11-29 08:00:33.163303668+00:00,13,enabled,6c0a5d11-09dc-44df-8df8-64c7373ef9f6,2024-11-13 08:33:42,allowance.edited,biweekly,wednesday,10.0,27.0
70dfb57e-2523-4210-a671-2b7239a603f2,2024-11-13 16:14:46,daily,daily,2024-11-18 08:00:28.336794127+00:00,19,enabled,70dfb57e-2523-4210-a671-2b7239a603f2,2024-11-13 08:14:46,allowance.created,weekly,friday,40.0,15.0
118af8a2-e6a2-40d0-8ab2-680b1d7f8b1f,2024-11-13 15:21:40,weekly,friday,2024-11-29 08:00:33.602541207+00:00,6,enabled,118af8a2-e6a2-40d0-8ab2-680b1d7f8b1f,2024-11-13 07:21:40,allowance.created,biweekly,friday,5.0,15.0
e4363029-73e9-4561-8257-22e3cb0c0a30,2024-11-12 18:13:27,monthly,fifteenth_day,2024-11-27 03:36:33.457879206+00:00,15,enabled,e4363029-73e9-4561-8257-22e3cb0c0a30,2024-11-13 07:16:31,allowance.edited,monthly,first_day,120.0,2.0
c091a91b-c6fd-44cb-8ac7-fe3fdbafccea,2024-10-05 15:48:16,weekly,friday,2024-11-29 08:00:36.260812719+00:00,6,enabled,c091a91b-c6fd-44cb-8ac7-fe3fdbafccea,2024-11-13 06:09:45,allowance.edited,biweekly,thursday,5.0,14.0
4eedc734-4d54-437b-9629-04f6e5a9c165,2024-11-12 22:16:56,biweekly,thursday,2024-11-21 08:00:35.453892396+00:00,5,enabled,4eedc734-4d54-437b-9629-04f6e5a9c165,2024-11-12 14:16:57,allowance.created,biweekly,monday,10.0,25.0
50e6c9b7-00ef-4499-bfb6-1b76d8717c7d,2024-11-12 05:01:11,biweekly,saturday,2024-11-23 17:17:13.273379124+00:00,7,enabled,50e6c9b7-00ef-4499-bfb6-1b76d8717c7d,2024-11-11 21:02:44,allowance.edited,biweekly,thursday,5.0,14.0
fe75e069-ce25-4f47-9549-413dcf8b1e5a,2024-11-11 20:54:09,weekly,monday,2024-11-11 20:54:18.513590089+00:00,18,enabled,fe75e069-ce25-4f47-9549-413dcf8b1e5a,2024-11-11 12:54:09,allowance.created,biweekly,monday,30.0,25.0
e108db1d-988b-4d9f-8670-fdd291d195ab,2024-11-11 15:35:35,monthly,first_day,2024-11-11 15:51:08.694727948+00:00,1,enabled,e108db1d-988b-4d9f-8670-fdd291d195ab,2024-11-11 07:35:35,allowance.created,daily,daily,5.0,12.0
47507ff2-be57-4378-8602-ee3e1ee1171b,2024-11-11 14:11:51,biweekly,monday,2024-11-25 08:00:28.663253610+00:00,9,enabled,47507ff2-be57-4378-8602-ee3e1ee1171b,2024-11-11 06:11:51,allowance.created,biweekly,friday,20.0,15.0
be9a31fe-a409-4ecc-babb-e67e78484750,2024-11-11 04:24:59,biweekly,thursday,2024-11-21 10:37:03.333840104+00:00,5,enabled,be9a31fe-a409-4ecc-babb-e67e78484750,2024-11-10 20:25:19,allowance.edited,weekly,thursday,12.0,14.0
19382508-7374-4474-9b27-74094edcc24f,2024-11-11 01:14:55,monthly,first_day,2024-12-01 08:00:28.881540096+00:00,1,enabled,19382508-7374-4474-9b27-74094edcc24f,2024-11-10 17:14:55,allowance.created,biweekly,monday,5.0,18.0
58f0cadc-0ec0-4e6d-aad5-341aa361067b,2024-11-10 21:30:00,biweekly,monday,2024-12-02 08:00:29.313686663+00:00,16,enabled,58f0cadc-0ec0-4e6d-aad5-341aa361067b,2024-11-10 13:32:00,allowance.edited,biweekly,friday,5.0,22.0
e48bb548-a87a-406f-8de7-14574c95df2c,2024-11-10 15:27:33,monthly,first_day,2024-12-01 08:01:50.754244958+00:00,1,enabled,e48bb548-a87a-406f-8de7-14574c95df2c,2024-11-10 07:27:33,allowance.created,biweekly,monday,5.0,18.0
2e72488f-a7af-4ad9-b1fc-409162ee9f4c,2024-11-10 13:38:08,biweekly,friday,2024-11-22 08:00:31.420583418+00:00,6,enabled,2e72488f-a7af-4ad9-b1fc-409162ee9f4c,2024-11-10 05:38:08,allowance.created,biweekly,monday,5.0,18.0
f1324fe8-642c-4c50-aaae-de935de15e07,2024-11-10 08:30:43,monthly,first_day,2024-12-01 08:01:49.376083545+00:00,1,enabled,f1324fe8-642c-4c50-aaae-de935de15e07,2024-11-10 00:30:43,allowance.created,biweekly,monday,15.0,18.0
0d75ed63-6054-4eb8-b3dc-d0af99a8b76f,2024-11-10 03:52:47,weekly,sunday,2024-11-10 03:54:30.281333461+00:00,17,enabled,0d75ed63-6054-4eb8-b3dc-d0af99a8b76f,2024-11-09 19:52:47,allowance.created,biweekly,sunday,25.0,10.0
370e8be6-eba6-48f1-8a2f-0060e4110167,2024-11-10 03:29:08,monthly,first_day,2024-12-01 08:00:32.369938827+00:00,1,enabled,370e8be6-eba6-48f1-8a2f-0060e4110167,2024-11-09 19:29:43,allowance.edited,daily,daily,5.0,10.0
0545c196-0dc8-4c63-a553-68619a1de8fc,2024-11-09 22:06:56,weekly,thursday,2024-11-23 16:45:01.606138085+00:00,28,enabled,0545c196-0dc8-4c63-a553-68619a1de8fc,2024-11-09 14:06:56,allowance.created,weekly,wednesday,10.0,13.0
68f6eb5b-c608-4fab-99fd-f6816ec0be53,2024-10-28 07:16:21,monthly,first_day,2024-11-14 02:42:14.861099453+00:00,1,enabled,68f6eb5b-c608-4fab-99fd-f6816ec0be53,2024-11-09 11:22:58,allowance.edited,monthly,fifteenth_day,5.0,15.0
67024fd1-c2ff-4fce-9cba-6dad339700db,2024-11-09 14:41:12,monthly,fifteenth_day,2024-11-24 14:51:54.652782134+00:00,15,enabled,67024fd1-c2ff-4fce-9cba-6dad339700db,2024-11-09 07:07:51,allowance.edited,monthly,first_day,5.0,2.0
076fec67-d770-445b-bccd-f6acadac1489,2024-11-09 14:54:10,weekly,friday,2024-11-29 08:00:26.137776954+00:00,6,enabled,076fec67-d770-445b-bccd-f6acadac1489,2024-11-09 07:02:21,allowance.edited,weekly,monday,10.0,11.0
17bb274c-c7cc-4025-bc92-00f982752ec4,2024-11-09 01:20:45,weekly,friday,2024-11-09 13:29:00.844958249+00:00,15,enabled,17bb274c-c7cc-4025-bc92-00f982752ec4,2024-11-09 05:28:52,allowance.edited,weekly,saturday,60.0,16.0
c5492ed1-020e-455e-86aa-f0ef2197501f,2024-11-09 10:52:42,monthly,first_day,2024-11-10 09:06:08.907715552+00:00,1,enabled,c5492ed1-020e-455e-86aa-f0ef2197501f,2024-11-09 02:53:54,allowance.edited,daily,daily,5.0,10.0
57b7d6b1-5c0a-41ad-9538-ec08c3bccc98,2024-11-08 23:42:18,weekly,sunday,2024-11-16 16:37:39.143278094+00:00,17,enabled,57b7d6b1-5c0a-41ad-9538-ec08c3bccc98,2024-11-08 15:42:52,allowance.edited,monthly,fifteenth_day,10.0,15.0
a9dcd6b7-23f5-4ee2-84f3-a4a4ec807d40,2024-11-08 23:41:26,weekly,sunday,2024-12-01 08:01:45.674829548+00:00,8,enabled,a9dcd6b7-23f5-4ee2-84f3-a4a4ec807d40,2024-11-08 15:42:42,allowance.edited,monthly,fifteenth_day,10.0,15.0
36b0ed2c-7557-4a5e-9677-513efaf80812,2024-11-08 23:30:35,weekly,saturday,2024-11-30 08:00:32.310078861+00:00,7,enabled,36b0ed2c-7557-4a5e-9677-513efaf80812,2024-11-08 15:42:08,allowance.edited,weekly,friday,10.0,15.0
3e544491-2070-41cf-b4f1-c922a5945a38,2024-11-08 23:18:30,biweekly,saturday,2024-11-30 08:00:27.774539185+00:00,14,enabled,3e544491-2070-41cf-b4f1-c922a5945a38,2024-11-08 15:18:31,allowance.created,biweekly,friday,20.0,22.0
4801f3b3-7fc4-4abe-b880-6bbed0368424,2024-11-08 23:12:17,weekly,wednesday,2024-11-27 08:00:29.477036314+00:00,4,enabled,4801f3b3-7fc4-4abe-b880-6bbed0368424,2024-11-08 15:15:06,allowance.edited,daily,daily,8.0,9.0
298b9863-9dca-4f31-b35c-7e19ce678e5e,2024-11-08 17:06:56,biweekly,friday,2024-11-08 17:08:26.895592866+00:00,22,enabled,298b9863-9dca-4f31-b35c-7e19ce678e5e,2024-11-08 09:06:56,allowance.created,biweekly,monday,10.0,18.0
aa288cb5-4797-4257-99bc-4716e983d8d2,2024-11-08 16:42:32,weekly,friday,2024-11-22 08:00:42.924978141+00:00,29,enabled,aa288cb5-4797-4257-99bc-4716e983d8d2,2024-11-08 08:43:02,allowance.edited,daily,daily,5.0,9.0
dc2592ea-eb1c-4ebd-9fd8-cb0078c93d1d,2024-11-08 14:03:34,weekly,saturday,2024-11-08 14:06:06.106598762+00:00,9,enabled,dc2592ea-eb1c-4ebd-9fd8-cb0078c93d1d,2024-11-08 06:05:23,allowance.edited,weekly,friday,5.0,15.0
2b0e5667-52e4-40cf-a4dd-c0218d6b7574,2024-11-08 13:28:39,biweekly,friday,2024-11-08 13:31:38.058449634+00:00,22,enabled,2b0e5667-52e4-40cf-a4dd-c0218d6b7574,2024-11-08 05:28:40,allowance.created,biweekly,monday,20.0,18.0
acdd1c63-bbc7-41e9-8ee6-530627e314c4,2024-11-08 03:11:18,weekly,friday,2024-11-23 21:31:30.006173771+00:00,15,enabled,acdd1c63-bbc7-41e9-8ee6-530627e314c4,2024-11-07 19:11:43,allowance.edited,biweekly,friday,10.0,8.0
cb6ecce9-3a07-4679-b40b-37bdf23d45c1,2024-11-08 01:25:19,weekly,friday,2024-11-29 08:00:42.879006302+00:00,6,enabled,cb6ecce9-3a07-4679-b40b-37bdf23d45c1,2024-11-07 17:25:19,allowance.created,weekly,wednesday,5.0,13.0
415640a0-f448-4c3a-a1a3-115d5c881ef1,2024-11-07 23:50:30,weekly,friday,2024-11-08 08:00:35.586674117+00:00,15,enabled,415640a0-f448-4c3a-a1a3-115d5c881ef1,2024-11-07 15:56:38,allowance.edited,weekly,thursday,5.0,14.0
6d3e8528-dd0e-40fd-9f2c-d3a48ae3bbe6,2024-10-02 00:26:26,weekly,friday,2024-11-29 08:00:31.583762739+00:00,6,enabled,6d3e8528-dd0e-40fd-9f2c-d3a48ae3bbe6,2024-11-07 15:53:36,allowance.edited,monthly,first_day,5.0,2.0
8aef9d7a-3bc3-4ddd-8377-fb8f95315ebf,2024-11-06 04:08:58,weekly,monday,2024-11-18 08:00:27.649797568+00:00,25,enabled,8aef9d7a-3bc3-4ddd-8377-fb8f95315ebf,2024-11-07 14:40:16,allowance.edited,daily,daily,2.0,8.0
2520a170-c0e2-4eb8-9521-361a83740b78,2024-11-07 22:19:02,monthly,first_day,2024-12-01 08:00:27.557682262+00:00,1,enabled,2520a170-c0e2-4eb8-9521-361a83740b78,2024-11-07 14:19:02,allowance.created,biweekly,monday,100.0,18.0
c3ba12d1-63a2-40ed-a556-61d3bd27d0b6,2024-11-07 20:06:49,monthly,first_day,2024-12-01 08:01:46.500858560+00:00,1,enabled,c3ba12d1-63a2-40ed-a556-61d3bd27d0b6,2024-11-07 12:06:49,allowance.created,biweekly,monday,20.0,18.0
56de59e1-de2f-4f10-a2ba-670e1deb122a,2024-11-07 18:05:19,weekly,thursday,2024-11-14 08:00:37.144604485+00:00,21,enabled,56de59e1-de2f-4f10-a2ba-670e1deb122a,2024-11-07 10:05:19,allowance.created,biweekly,thursday,10.0,21.0
7d39abe5-80bc-4c31-9621-daf887dfebd9,2024-11-07 13:43:16,monthly,first_day,2024-11-09 00:43:29.252913434+00:00,1,enabled,7d39abe5-80bc-4c31-9621-daf887dfebd9,2024-11-07 05:43:16,allowance.created,biweekly,thursday,20.0,21.0
94dbe6b8-040c-48eb-8b06-5ec8935befac,2024-11-07 13:42:49,monthly,first_day,2024-11-09 00:43:38.152017847+00:00,1,enabled,94dbe6b8-040c-48eb-8b06-5ec8935befac,2024-11-07 05:42:49,allowance.created,biweekly,thursday,20.0,21.0
9ec9ce8b-099a-4e1f-a910-78942bada6e1,2024-11-07 02:02:52,weekly,wednesday,2024-11-07 02:03:05.735160867+00:00,13,enabled,9ec9ce8b-099a-4e1f-a910-78942bada6e1,2024-11-06 18:02:52,allowance.created,weekly,thursday,10.0,7.0
0e540bda-bc81-4670-a961-6d6407e0f6aa,2024-11-06 20:57:14,weekly,sunday,2024-12-01 08:00:27.144900769+00:00,8,enabled,0e540bda-bc81-4670-a961-6d6407e0f6aa,2024-11-06 12:57:14,allowance.created,weekly,friday,5.0,8.0
1c78b126-cb5a-49e1-962e-64954d2f265c,2024-11-06 20:57:02,weekly,sunday,2024-12-01 08:00:28.524175775+00:00,8,enabled,1c78b126-cb5a-49e1-962e-64954d2f265c,2024-11-06 12:57:02,allowance.created,weekly,friday,5.0,8.0
3c700c10-3d42-49a5-ac54-b27d8820e440,2024-11-06 20:53:06,weekly,monday,2024-11-12 00:40:44.238197674+00:00,18,enabled,3c700c10-3d42-49a5-ac54-b27d8820e440,2024-11-06 12:53:32,allowance.edited,biweekly,monday,3.0,18.0
a24e5592-ec59-47e3-855e-c701e1966018,2024-11-06 16:23:20,biweekly,friday,2024-11-29 08:00:39.530616085+00:00,13,enabled,a24e5592-ec59-47e3-855e-c701e1966018,2024-11-06 08:23:20,allowance.created,biweekly,monday,20.0,18.0
2f7b5bdd-2133-4e48-82a8-c9fa4ab653da,2024-11-04 02:16:16,biweekly,monday,2024-11-04 02:17:08.020633765+00:00,18,enabled,2f7b5bdd-2133-4e48-82a8-c9fa4ab653da,2024-11-03 18:16:17,allowance.created,weekly,monday,50.0,4.0
c6dde30f-f54d-400c-ad5c-d87728d81731,2024-11-04 02:11:37,biweekly,saturday,2024-11-23 20:33:08.809249933+00:00,7,enabled,c6dde30f-f54d-400c-ad5c-d87728d81731,2024-11-03 18:11:37,allowance.created,biweekly,friday,10.0,15.0
7c9146f9-b68d-4065-b4c9-5788ad7d7cf4,2024-11-04 02:11:19,weekly,monday,2024-11-11 15:54:23.057069202+00:00,18,enabled,7c9146f9-b68d-4065-b4c9-5788ad7d7cf4,2024-11-03 18:11:19,allowance.created,biweekly,monday,20.0,11.0
d7382071-3f5d-4a5a-b558-accb237ce9d0,2024-11-03 22:49:57,weekly,friday,2024-11-15 08:01:46.985002046+00:00,22,enabled,d7382071-3f5d-4a5a-b558-accb237ce9d0,2024-11-03 14:49:57,allowance.created,biweekly,friday,10.0,15.0
c63dfab7-6035-4234-934b-01c257bcb7f7,2024-11-03 16:20:44,weekly,sunday,2024-11-10 08:00:33.719269682+00:00,17,enabled,c63dfab7-6035-4234-934b-01c257bcb7f7,2024-11-03 08:20:44,allowance.created,biweekly,sunday,5.0,17.0
2966ceec-b14c-4ce9-a9d2-2a48df99304e,2024-11-02 23:10:34,weekly,friday,2024-11-08 08:00:31.066480216+00:00,15,enabled,2966ceec-b14c-4ce9-a9d2-2a48df99304e,2024-11-02 16:10:34,allowance.created,biweekly,saturday,2.0,16.0
5afe0b7a-1673-4338-8619-44518cfebe80,2024-11-02 17:19:06,weekly,friday,2024-11-08 09:07:21.834038171+00:00,15,enabled,5afe0b7a-1673-4338-8619-44518cfebe80,2024-11-02 10:19:06,allowance.created,biweekly,friday,30.0,15.0
bb724b84-64fc-45e5-8ece-e74122e6f4e8,2024-11-02 13:28:39,biweekly,saturday,2024-11-30 08:00:30.218592804+00:00,14,enabled,bb724b84-64fc-45e5-8ece-e74122e6f4e8,2024-11-02 06:28:39,allowance.created,biweekly,thursday,20.0,14.0
676a3bad-04fe-4864-86f1-4a98733dee5e,2024-11-01 21:16:39,monthly,first_day,2024-11-01 21:20:02.997230949+00:00,1,enabled,676a3bad-04fe-4864-86f1-4a98733dee5e,2024-11-01 14:16:39,allowance.created,biweekly,friday,20.0,15.0
d7d04ed9-dca6-4b02-8d85-597c1567544f,2024-11-01 17:27:27,daily,daily,2024-11-01 17:27:38.564304845+00:00,2,enabled,d7d04ed9-dca6-4b02-8d85-597c1567544f,2024-11-01 10:27:27,allowance.created,biweekly,monday,200.0,11.0
407b4400-7604-477b-9c3b-d30d75dfb282,2024-11-01 03:06:42,weekly,saturday,2024-11-30 08:00:28.380269707+00:00,7,enabled,407b4400-7604-477b-9c3b-d30d75dfb282,2024-10-31 20:06:42,allowance.created,weekly,friday,3.0,1.0
1c3f89b5-4787-46d5-9db0-dcbd4f6bb43a,2024-10-23 23:31:10,monthly,fifteenth_day,2024-11-15 08:00:31.852900382+00:00,15,enabled,1c3f89b5-4787-46d5-9db0-dcbd4f6bb43a,2024-10-31 13:45:36,allowance.edited,monthly,first_day,20.0,2.0
20f711ec-a9a5-4c85-a2ca-19a56665d132,2024-10-19 05:28:12,biweekly,friday,2024-11-22 08:00:31.812283065+00:00,6,enabled,20f711ec-a9a5-4c85-a2ca-19a56665d132,2024-10-31 06:15:06,allowance.edited,weekly,friday,10.0,1.0
f741b3eb-ce92-4ea2-919f-fa164b367f08,2024-10-30 12:37:23,weekly,friday,2024-11-15 01:52:57.469990466+00:00,22,enabled,f741b3eb-ce92-4ea2-919f-fa164b367f08,2024-10-30 05:37:24,allowance.created,biweekly,thursday,30.0,31.0
ddd93497-a256-41f6-b504-e9230d786d6f,2024-09-21 23:03:38,biweekly,friday,2024-11-29 08:00:44.507417767+00:00,13,enabled,ddd93497-a256-41f6-b504-e9230d786d6f,2024-10-29 20:05:58,allowance.edited,monthly,first_day,10.0,2.0
5999041d-f757-4b37-b170-0a445713a1e4,2024-10-30 02:23:11,biweekly,wednesday,2024-11-27 08:00:27.537616172+00:00,11,enabled,5999041d-f757-4b37-b170-0a445713a1e4,2024-10-29 19:23:11,allowance.created,biweekly,tuesday,20.0,12.0
d3b5db41-e850-4017-93e6-fe68bcdac2dc,2024-10-29 19:29:21,weekly,friday,2024-11-29 08:00:51.078001715+00:00,6,enabled,d3b5db41-e850-4017-93e6-fe68bcdac2dc,2024-10-29 12:29:21,allowance.created,weekly,monday,10.0,4.0
bdf8bdad-4fa3-47e6-895a-f05b9e7ba698,2024-10-05 22:59:23,monthly,first_day,2024-11-01 08:01:49.994536551+00:00,1,enabled,bdf8bdad-4fa3-47e6-895a-f05b9e7ba698,2024-10-28 10:09:28,allowance.edited,daily,daily,200.0,29.0
